HAB_rt_target,Location_Code,latitude,longitude,depth,SampleID,time,Temp,Air_Temp,Salinity,Chl_Volume_Filtered,Chl1,Chl2,Avg_Chloro,Phaeo1,Phaeo2,Avg_Phaeo,Phosphate,Silicate,Nitrite,Nitrite_Nitrate,Ammonium,Nitrate,DA_Volume_Filtered,pDA,tDA,dDA,Volume_Settled_for_Counting,Akashiwo_sanguinea,Alexandrium_spp,Dinophysis_spp,Lingulodinium_polyedra,Prorocentrum_spp,Pseudo_nitzschia_delicatissima_group,Pseudo_nitzschia_seriata_group,Ceratium_spp,Cochlodinium_spp,Gymnodinium_spp,Other_Diatoms,Other_Dinoflagellates,Total_Phytoplankton
0,SIO,32.867,-117.257,,20130909,2013-09-09T17:19:00Z,20.1,,,100,2.46,2.32,2.39,0.5,0.48,0.49,0.2,2.2,0,,0,0.46,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20130916,2013-09-16T17:15:00Z,20.6,,,100,1.15,1.32,1.24,0.87,0.81,0.84,0.26,1.9,0,,1.16,0.42,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20130923,2013-09-23T17:22:00Z,20,,,100,1.26,1.21,1.23,0.37,0.47,0.42,0.28,1.7,0,,0.92,0.39,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20130930,2013-09-30T16:30:00Z,19.4,,,100,1.92,1.87,1.9,0.66,0.63,0.64,0.28,2.1,0,,0.59,0.42,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20131007,2013-10-07T16:32:00Z,18.8,,,100,1.22,1.22,1.22,0.63,0.64,0.63,0.27,3.1,0,,0.54,0.56,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20131014,2013-10-14T16:34:00Z,19,,,100,1.06,1.04,1.05,0.42,0.46,0.44,0.25,1.3,0,,0.62,0.48,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20131021,2013-10-21T16:30:00Z,18.6,,,100,1.43,1.55,1.49,0.83,0.79,0.81,0.29,1.7,0,,0.87,0.6,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20131028,2013-10-28T16:55:00Z,16.4,,,100,2.18,2.21,2.19,1.29,1.38,1.33,0.44,3.3,0,,0.69,0.76,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20131104,2013-11-04T18:40:00Z,17.2,,,100,0.86,0.87,0.86,0.32,0.38,0.35,0.33,2.2,0,,0.53,0.89,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20131111,2013-11-11T18:44:00Z,16.7,,,100,1.83,1.91,1.87,0.74,0.71,0.72,0.43,3.6,0,,0.35,0.93,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20131118,2013-11-18T19:00:00Z,17.4,,,100,0.96,0.93,0.94,0.39,0.42,0.4,0.31,2.1,0,,0.55,0.5,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20131125,2013-11-25T18:44:00Z,16.9,,,100,1.83,1.67,1.75,0.56,0.77,0.66,0.3,2.6,0,,0.79,0.54,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20131202,2013-12-02T18:44:00Z,16.5,,,100,1.39,1.33,1.36,0.64,0.67,0.66,0.34,2.3,0,,0.67,0.62,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20131209,2013-12-09T19:26:00Z,15.7,,,100,1.31,1.35,1.33,0.48,0.53,0.5,0.36,2.2,0,,0.79,0.75,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20131216,2013-12-16T18:44:00Z,15.6,,,100,4.58,5.25,4.91,1.4,1.56,1.48,0.32,1.1,0,,0.4,0.47,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20131223,2013-12-23T19:43:00Z,15.5,,,100,1.02,1.07,1.05,0.56,0.61,0.59,0.26,1.3,0,,1.32,0.3,,,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20131230,2013-12-30T19:34:00Z,15.3,,,100,0.81,0.89,0.85,0.6,0.57,0.58,0.3,3.7,0,,22.1,1.51,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20140106,2014-01-06T19:34:00Z,15.7,,,100,0.89,0.93,0.91,0.59,0.47,0.53,0.14,2.4,0,,0,0,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20140113,2014-01-13T19:19:00Z,15.4,,,100,1.25,1.2,1.22,0.83,0.83,0.83,0.3,3.3,0,,20.47,2.16,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20140120,2014-01-20T20:18:00Z,15.5,,,100,0.91,0.91,0.91,0.49,0.46,0.47,0.25,4.2,0,,1,0.39,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20140127,2014-01-27T19:55:00Z,16.4,,,100,0.91,0.93,0.92,0.54,0.57,0.55,0.23,2.9,0,,0.74,0,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20140203,2014-02-03T19:53:00Z,15.5,,,100,1.02,0.99,1.01,0.47,0.39,0.43,0.25,3.7,0,,0.33,0.35,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20140210,2014-02-10T19:55:00Z,15.5,,,100,1.61,1.33,1.47,0.73,0.68,0.7,0.36,4,0,,0.9,1.01,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20140217,2014-02-17T18:50:00Z,15.5,,,100,1.23,1.33,1.28,0.28,0.27,0.27,0.12,0,0,,0.57,0,200,0.05,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20140224,2014-02-24T20:05:00Z,16.6,,,100,2.35,2.32,2.34,0.49,0.48,0.48,0.12,2.4,0,,0.76,0,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20140303,2014-03-03T19:55:00Z,16.3,,,100,0.96,0.94,0.95,0.41,0.44,0.43,0.23,2.4,0,,0.78,0.34,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20140310,2014-03-10T18:16:00Z,16.8,,,100,1.33,1.32,1.32,0.67,0.81,0.74,0.19,3.4,0,,0.74,0.33,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20140317,2014-03-17T17:50:00Z,17.7,,,100,1.33,1.42,1.37,0.54,0.52,0.53,0.18,3.2,0,,0.38,0,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20140324,2014-03-24T19:50:00Z,17.9,,,100,1.62,1.55,1.59,0.77,0.82,0.79,0.19,3.7,0,,0.64,0,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20140401,2014-04-01T17:09:00Z,16.8,,,100,2.2,2.07,2.14,0.67,0.98,0.83,0.19,4.8,0,,0.52,0.2,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20140407,2014-04-07T18:55:00Z,17.8,,,100,5,5.38,5.19,0.91,0.57,0.74,0.18,5.6,0,,0.37,0,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20140414,2014-04-14T19:15:00Z,15.1,,,100,3.93,4.36,4.14,0.97,0.78,0.88,0.15,2.1,0,,0.58,0.36,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20140421,2014-04-21T19:05:00Z,16.8,,,100,,,,,,,0.24,2.1,0,,1,0.98,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20140428,2014-04-28T19:09:00Z,17.9,,,100,1.8,1.65,1.73,0.58,0.47,0.53,0.17,2.6,0,,2.31,0.57,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20140505,2014-05-05T17:25:00Z,16.7,,,100,2.15,2.25,2.2,0.77,0.85,0.81,0.29,5.5,0,,0.45,1.7,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20140512,2014-05-12T17:22:00Z,18.8,,,100,0.49,0.64,0.57,0.13,0.12,0.12,0.16,3,0,,1.19,0,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20140519,2014-05-19T17:30:00Z,19.2,,,100,0.71,0.69,0.7,0.11,0.12,0.11,0.17,5.1,0,,0.81,0.21,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20140527,2014-05-27T17:40:00Z,20.7,,,100,0.74,0.73,0.74,0.15,0.15,0.15,0.16,5.4,0,,1.72,0.26,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20140602,2014-06-02T17:42:00Z,21.3,,,100,0.94,0.91,0.92,0.26,0.26,0.26,0.2,4.7,0,,0.92,0.33,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20140609,2014-06-09T17:58:00Z,20.5,,,100,1.36,1.24,1.3,0.27,0.27,0.27,0.18,6.6,0,,0.81,0,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20140616,2014-06-16T16:34:00Z,20.1,,,100,1.03,1.19,1.11,0.19,0.12,0.15,0.11,3.2,0,,0.98,0,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20140623,2014-06-23T17:48:00Z,21.4,,,100,0.82,0.92,0.87,0.27,0.28,0.27,0.16,1.9,0,,0.56,0.73,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20140630,2014-06-30T17:53:00Z,20.7,,,100,2.51,2.51,2.51,0.2,0.34,0.27,0,3.2,0,,1.13,0.28,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20140707,2014-07-07T17:03:00Z,23.4,,,100,0.75,0.79,0.77,0.2,0.16,0.18,0.12,2.3,0,,0.99,0.27,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20140714,2014-07-14T18:03:00Z,22.4,,,100,1.98,1.85,1.92,0.51,0.47,0.49,0.13,2,0,,1.02,0.26,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20140721,2014-07-21T16:52:00Z,21.4,,,100,1.83,1.77,1.8,0.52,0.41,0.47,0.16,6,0,,1.15,0.2,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20140728,2014-07-28T18:38:00Z,22.5,,,100,1.9,2,1.95,0.41,0.44,0.43,0.19,3.8,0,,1.11,0.29,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20140804,2014-08-04T18:15:00Z,23.2,,,100,1.3,1.31,1.31,0.32,0.35,0.34,0.12,3.2,0,,1.12,0.21,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20140811,2014-08-11T17:42:00Z,23.1,,,100,1.1,1.15,1.13,0.23,0.2,0.22,0.16,2.2,0,,0.99,0.26,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20140818,2014-08-18T19:00:00Z,22.8,,,100,1.24,1.24,1.24,0.27,0.25,0.26,0.16,2.8,0,,1.12,0.29,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20140825,2014-08-25T17:25:00Z,22.8,,,100,0.92,0.92,0.92,0.26,0.29,0.28,0.13,1.7,0,,1.26,0,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20140902,2014-09-02T17:38:00Z,22.3,,,100,1.09,1.1,1.09,0.56,0.51,0.53,0.16,2.1,0,,0.58,0,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20140908,2014-09-08T17:14:00Z,23.1,,,100,0.97,0.97,0.97,0.24,0.28,0.26,0.17,1.6,0,,1.25,0,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20140915,2014-09-15T17:19:00Z,24.1,,,100,2.08,1.98,2.03,0.41,0.44,0.42,0.19,2.1,0,,1.13,0,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20140922,2014-09-22T17:09:00Z,21.9,,,100,0.97,0.95,0.96,0.26,0.27,0.27,0.21,2.1,0,,1.51,0.21,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20140929,2014-09-29T17:02:00Z,20,,,100,0.58,0.57,0.57,0.19,0.17,0.18,0.19,2.6,0,,0.62,0.28,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20141006,2014-10-06T17:31:00Z,23,,,100,0.83,0.95,0.89,0.33,0.05,0.19,0.16,1.7,0,,0.86,0.26,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20141013,2014-10-13T17:14:00Z,21.3,,,100,0.55,0.54,0.54,0.11,0.17,0.14,0.23,2.4,0,,1.41,0.37,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20141020,2014-10-20T16:44:00Z,21.4,,,100,0.64,0.66,0.65,0.27,0.31,0.29,0.19,1.9,0,,0.89,0,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20141027,2014-10-27T17:05:00Z,20.7,,,100,0.53,0.53,0.53,0.29,0.35,0.32,0.22,2.6,0,,0.83,0,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20141103,2014-11-03T18:30:00Z,20.2,,,100,0.53,0.73,0.63,0.45,0.35,0.4,0.22,2.3,0,,0.3,0,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20141110,2014-11-10T18:41:00Z,19,,,100,0.73,0.77,0.75,0.31,0.44,0.37,0.2,2.5,0,,1.12,0.21,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20141117,2014-11-17T18:43:00Z,19.3,,,100,0.95,0.92,0.93,0.38,0.39,0.39,0.21,2.2,0,,1.07,0,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20141124,2014-11-24T18:53:00Z,18.5,,,100,0.56,0.59,0.58,0.35,0.4,0.37,0.22,2.5,0,,0.87,0.52,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20141201,2014-12-01T18:50:00Z,18.6,,,100,0.43,0.42,0.42,0.18,0.19,0.18,0.2,1.5,0,,0.6,0,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20141208,2014-12-08T18:47:00Z,18.3,,,100,1.62,1.75,1.68,0.8,0.82,0.81,0.23,2.5,0,,0.47,0,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20141215,2014-12-15T18:15:00Z,17.8,,,100,0.87,0.84,0.85,0.38,0.44,0.41,0.24,2.2,0,,0.87,0,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20141222,2014-12-22T18:50:00Z,17.5,,,100,1.25,1.19,1.22,0.85,0.76,0.81,0.23,2.5,0,,0.81,0.19,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20141229,2014-12-29T18:40:00Z,16.7,,,100,1.25,1.09,1.17,0.43,0.53,0.48,0.21,2.6,0,,0.56,0.35,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20150105,2015-01-05T19:17:00Z,16,,,100,0.89,0.93,0.91,0.41,0.39,0.4,0.22,2.4,0,,0.54,0.3,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20150112,2015-01-12T18:44:00Z,16.4,,,100,0.85,0.78,0.81,0.37,0.41,0.39,0.19,2.2,0,,0.62,0.22,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20150119,2015-01-19T18:15:00Z,16.4,,,100,0.84,0.8,0.82,0.45,0.36,0.4,0.19,2,0,,0.41,0.34,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20150126,2015-01-26T20:09:00Z,16.6,,,100,0.54,0.51,0.52,0.21,0.23,0.22,0.22,2.1,0,,0.32,0,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20150202,2015-02-02T19:40:00Z,16.8,,,100,0.7,0.67,0.69,0.27,0.36,0.32,0.2,2,0,,0.29,0.6,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20150209,2015-02-09T18:25:00Z,16.8,,,100,1.31,1.28,1.29,0.54,0.55,0.54,0.2,2.5,0,,0.51,0.38,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20150217,2015-02-17T18:39:00Z,17.3,,,100,0.22,0.21,0.22,0.09,0.11,0.1,0.21,3.5,0,,0.42,0.23,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20150223,2015-02-23T18:15:00Z,17,,,100,0.75,0.77,0.76,0.5,0.45,0.48,0.2,1.9,0,,0.69,0.46,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20150302,2015-03-02T19:09:00Z,16.5,,,100,0.68,0.68,0.68,0.49,0.54,0.51,0.22,2.7,0,,0.47,0.27,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20150309,2015-03-09T17:05:00Z,17.1,,,100,0.71,0.77,0.74,0.32,0.11,0.21,0.23,2.4,0,,0.73,0.29,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20150316,2015-03-16T16:25:00Z,17.2,,,100,0.7,0.72,0.71,0.21,0.29,0.25,0.19,2.9,0,,0.85,0.27,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20150323,2015-03-23T16:40:00Z,17.4,,,100,0.94,0.98,0.96,0.35,0.29,0.32,0.2,2.3,0,,0.49,0.23,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20150330,2015-03-30T16:44:00Z,18.7,,,100,1.09,1.09,1.09,0.22,0.16,0.19,0.13,1.2,0,,0.64,0.29,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20150406,2015-04-06T16:15:00Z,18.5,,,100,1.31,1.36,1.33,0.49,0.53,0.51,0.17,1.8,0,,0.49,0.18,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20150413,2015-04-13T17:19:00Z,17.4,,,100,1.02,1.11,1.07,0.32,0.33,0.33,0.2,3.9,0,,0.74,0.24,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20150420,2015-04-20T16:09:00Z,16.6,,,100,1.98,2.11,2.04,0.78,0.83,0.8,0.36,6.5,0,,1,2.38,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20150427,2015-04-27T16:21:00Z,16.9,,,100,1.14,1.15,1.14,0.36,0.34,0.35,0.25,3.2,0,,1.12,0.59,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20150504,2015-05-04T16:43:00Z,18.9,,,100,1.6,1.44,1.52,0.61,0.47,0.54,0.19,2.8,0,,0.71,0.44,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20150511,2015-05-11T16:16:00Z,18,,,100,1.85,1.85,1.85,0.48,0.66,0.57,0.18,3.4,0,,0.55,0.28,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20150518,2015-05-18T16:08:00Z,16.7,,,100,2.38,2.53,2.46,0.74,0.73,0.74,0.22,4.6,0,,0.59,0.22,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20150526,2015-05-26T16:50:00Z,18.6,,,100,2.51,2.47,2.49,0.65,0.71,0.68,0.19,3.7,0,,0.77,0.22,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20150601,2015-06-01T16:13:00Z,19.4,,,100,1.7,1.66,1.68,0.23,0.18,0.21,0.13,5.4,0,,0.22,0,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20150608,2015-06-08T16:15:00Z,19.3,,,100,1.18,1.15,1.16,0.33,0.33,0.33,0.18,4.8,0,,0.38,0.33,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20150615,2015-06-15T16:19:00Z,17.8,,,100,2.67,2.41,2.54,0.62,0.68,0.65,0.18,4.4,0,,0.54,0.35,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20150622,2015-06-22T16:35:00Z,20.3,,,100,1.18,1.17,1.18,0.33,0.31,0.32,0.17,3.9,0,,0.75,0.48,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20150629,2015-06-29T16:47:00Z,20.4,,,100,1.78,1.78,1.78,0.31,0.4,0.36,0.19,3.5,0,,0.55,0.37,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20150706,2015-07-06T16:43:00Z,20.9,,,100,1.31,1.27,1.29,0.39,0.37,0.38,0.15,3.5,0,,0.39,0.27,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20150713,2015-07-13T16:40:00Z,21.2,,,100,0.67,0.59,0.63,0.49,0.53,0.51,0.29,3.3,0,,0.71,0.18,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20150720,2015-07-20T17:07:00Z,19.9,,,100,1.72,1.59,1.65,0.4,0.38,0.39,0.25,5.2,0,,0.37,0.3,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20150727,2015-07-27T16:17:00Z,22.6,,,100,1.11,1.04,1.07,0.24,0.29,0.27,0.23,5.6,0,,0.65,0,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20150803,2015-08-03T16:00:00Z,21.1,,,100,1.5,1.5,1.5,0.42,0.49,0.45,0.21,4,0,,0.32,0,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20150810,2015-08-10T17:17:00Z,21.2,,,100,0.96,0.91,0.94,0.45,0.46,0.46,0.22,4.5,0,,0.45,0.3,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20150817,2015-08-17T16:25:00Z,22.5,,,100,1.09,1.08,1.09,0.22,0.22,0.22,0.17,4,0,,0.48,0,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20150824,2015-08-24T16:11:00Z,23.3,,,100,1.36,1.36,1.36,0.3,0.33,0.32,0.19,3,0,,0.37,0,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20150831,2015-08-31T17:10:00Z,23.8,,,100,1.16,1.16,1.16,0.28,0.29,0.29,0.2,3.2,0,,0.46,0.41,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20150908,2015-09-08T16:16:00Z,23.9,,,100,1.05,1.16,1.1,0.19,0.15,0.17,0.18,3.1,0,,0.52,0.13,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20150914,2015-09-14T15:48:00Z,24,,,100,0.84,0.85,0.84,0.5,0.32,0.41,0.24,3.9,0,,0.45,0.2,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20150920,2015-09-20T20:09:00Z,25.5,,,100,0.76,0.77,0.76,0.22,0.19,0.21,0.25,3.5,0,,0.68,0.21,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20150928,2015-09-28T16:35:00Z,23.3,,,100,0.84,0.87,0.86,0.28,0.33,0.31,0.21,3.4,0,,0.32,0.5,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20151005,2015-10-05T16:16:00Z,21.6,,,100,0.81,0.78,0.8,0.29,0.38,0.34,0.25,3,0,,0.48,0.56,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20151012,2015-10-12T16:05:00Z,22.3,,,100,0.81,0.8,0.81,0.34,0.42,0.38,0.27,2.8,0,,0.22,0.33,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20151019,2015-10-19T16:49:00Z,22,,,100,1.09,1.13,1.11,0.77,0.86,0.82,0.3,2.9,0,,0.49,0.32,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20151026,2015-10-26T16:07:00Z,22.2,,,100,0.59,0.62,0.61,0.26,0.27,0.27,0.23,3.1,0,,0.59,0.41,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20151102,2015-11-02T18:19:00Z,20.9,,,100,0.9,0.85,0.88,0.4,0.42,0.41,0.27,3.7,0,,0.62,0.45,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20151109,2015-11-09T18:16:00Z,19.7,,,100,0.51,0.49,0.5,0.19,0.16,0.18,0.24,3.1,0,,0.44,0.24,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20151116,2015-11-16T18:42:00Z,18,,,100,0.74,0.68,0.71,0.53,0.47,0.5,0.29,2.7,0,,0.51,0.26,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20151123,2015-11-23T18:50:00Z,19.5,,,100,0.71,0.72,0.71,0.31,0.28,0.3,0.2,3,0,,0.7,0.21,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20151130,2015-11-30T18:27:00Z,17.8,,,100,1.28,1.2,1.24,0.51,0.57,0.54,0.25,3.5,0,,0.31,0,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20151208,2015-12-08T19:30:00Z,18.5,,,100,0.88,0.91,0.89,0.52,0.53,0.52,0.31,4,0,,0.32,0.32,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20151215,2015-12-15T17:50:00Z,17.4,,,100,0.93,0.99,0.96,0.51,0.45,0.48,0.34,4.3,0,,0.95,0.63,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20151221,2015-12-21T18:44:00Z,17,,,100,0.84,0.81,0.82,0.38,0.42,0.4,0.29,3.9,0,,0.54,0.28,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20151228,2015-12-28T17:41:00Z,15.8,,,100,1.46,1.44,1.45,0.57,0.56,0.56,0.37,4.7,0,,0.62,1.71,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20160104,2016-01-04T19:15:00Z,15.7,,,100,3.67,3.51,3.59,0.46,0.49,0.48,0.29,2.1,0,,0.31,0.26,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20160111,2016-01-11T18:19:00Z,15.8,,,100,1.39,1.43,1.41,0.71,0.6,0.65,0.42,5,0,,1.04,1.81,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20160118,2016-01-18T18:44:00Z,15.8,,,100,2.41,2.35,2.38,1.05,1.02,1.03,0.37,4.9,0,,0.47,0.93,,,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20160125,2016-01-25T18:23:00Z,15.8,,,100,1.53,1.56,1.55,1,0.99,1,0.39,4.9,0,,0.63,1.57,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20160202,2016-02-02T18:44:00Z,14.8,,,100,2.01,2.8,2.4,1.27,0.29,0.78,0.5,5.2,0,,1.31,0.77,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20160208,2016-02-08T17:51:00Z,15.1,,,100,1.78,1.7,1.74,0.94,1.11,1.02,0.43,5.6,0,,0.41,2.25,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20160215,2016-02-15T18:39:00Z,16,,,100,0.9,0.9,0.9,0.52,0.44,0.48,0.34,3.1,0,,0.84,0.62,200,0.04,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20160222,2016-02-22T19:44:00Z,16.5,,,100,1.98,1.99,1.99,0.48,0.58,0.53,0.34,3.6,0,,0.35,0.31,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20160229,2016-02-29T17:44:00Z,16.8,,,100,1.76,1.81,1.78,0.55,0.35,0.45,0.25,4.1,0,,0.55,0.28,200,0,,,,,,,,,,,,,,,,
